lng,lat
144.9632307,-37.8142155
144.9632307,-37.8142155
144.9632307,-37.8142155
144.9632307,-37.8142155
144.9632307,-37.8142155
144.96328,-37.814107
144.9632307,-37.8142155
144.9632307,-37.8142155
145.234,-37.894
144.9630576,-37.8136276
145.234,-37.894
144.9632307,-37.8142155
144.9632307,-37.8142155
144.9632307,-37.8142155
144.9632307,-37.8142155
144.9632307,-37.8142155
144.9630576,-37.8136276
144.9632307,-37.8142155
144.9632307,-37.8142155
144.9997396,-37.8203499
144.96328,-37.814107
144.9632307,-37.8142155
144.96,-37.835
144.9632307,-37.8142155
144.9632307,-37.8142155
144.9630576,-37.8136276
144.9632307,-37.8142155
144.9632307,-37.8142155
144.96328,-37.814107
144.9632307,-37.8142155
144.9632307,-37.8142155
144.96328,-37.814107
145.234,-37.894
144.9632307,-37.8142155
