lng,lat
6.96094,50.9374
6.961,50.9374
6.96059,50.9391
6.77335,51.2279
6.77335,51.2279
6.77335,51.2279
6.77335,51.2279
6.77335,51.2279
6.77335,51.2279
6.77335,51.2279
6.77335,51.2279
6.77335,51.2279
6.77335,51.2279
6.77335,51.2279
6.77335,51.2279
6.77342,51.227
6.77231,51.2251
6.78557,51.2215
6.78557,51.2215
4.66435,50.9504
4.66435,50.9504
4.66435,50.9504
4.66435,50.9504
4.66435,50.9504
4.66435,50.9504
4.34191,50.8528
4.34191,50.8528
4.34191,50.8528
4.34191,50.8528
4.34191,50.8528
4.34191,50.8528
4.34191,50.8528
3.72164,51.0532
3.72164,51.0532
3.72725,51.0561
3.72725,51.0561
3.72725,51.0561
3.72206,51.056
3.73021,51.0576
3.73021,51.0576
3.73021,51.0576
3.73021,51.0576
3.73021,51.0576
3.73021,51.0576
4.33545,50.8415
4.33545,50.8415
4.33545,50.8415
4.33545,50.8415
4.33545,50.8415
4.33545,50.8415
4.33545,50.8415
4.33545,50.8415
4.33545,50.8415
4.33545,50.8415
4.33545,50.8415
4.33545,50.8415
2.72198,50.895
4.07968,50.8726
4.27338,50.7633
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-104.982,39.7607
-104.982,39.7607
-104.984,39.7613
-104.984,39.7613
-104.984,39.7613
-104.984,39.7613
-104.984,39.7629
-104.984,39.7629
-104.984,39.7629
-104.984,39.7629
-105.007,39.7614
-105.007,39.7614
-105.007,39.7614
-105.007,39.7614
-105.007,39.7614
-105.007,39.7614
-104.996,39.7428
-104.996,39.7428
-104.996,39.7428
-105.045,39.7588
-105.045,39.7588
-105.045,39.7588
-105.045,39.7588
-105.045,39.7588
-105.045,39.7588
-105.045,39.7583
-105.045,39.7583
-105.045,39.7583
-105.045,39.7583
-105.045,39.7583
-105.045,39.7583
-105.035,39.7632
-105.035,39.7632
-104.996,39.7428
-105.035,39.7632
-105.035,39.7632
-105.035,39.7632
-105.035,39.7632
-105.044,39.7761
-105.044,39.7761
-105.044,39.7761
-105.044,39.7761
-105.044,39.7761
-105.043,39.7766
-105.043,39.7766
-105.043,39.7766
-105.043,39.7766
-105.043,39.7766
-105.043,39.7766
-105.043,39.7766
-105.044,39.7789
-105.044,39.7789
-105.044,39.7789
-105.044,39.7789
-105.044,39.7789
-104.981,39.7623
-104.981,39.7623
-104.981,39.7623
-104.998,39.7501
-104.998,39.7501
-104.998,39.7501
-104.99,39.7438
-104.99,39.7438
-104.99,39.7438
-105.008,39.758
-105.008,39.758
-105.008,39.758
-105.007,39.7582
-105.007,39.7582
-105.007,39.7582
-105.007,39.7582
-105.007,39.7582
-105.007,39.7582
-105.007,39.7582
-105.007,39.7582
-105.007,39.7582
-104.994,39.7439
-104.994,39.7439
-104.994,39.7439
-104.994,39.7439
-104.994,39.7439
-104.994,39.7439
-104.994,39.7439
-104.994,39.7439
-104.994,39.7439
-104.991,39.7444
-104.991,39.7444
-104.991,39.7444
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-84.2706,33.9804
-84.2706,33.9804
-84.2706,33.9804
-84.4306,33.9045
-84.4306,33.9045
-84.4306,33.9045
-84.4306,33.9045
-84.4306,33.9045
-84.4306,33.9045
-84.4306,33.9045
-84.3129,34.0197
-84.3447,33.9917
-84.3447,33.9917
-84.3447,33.9917
-83.4075,33.8613
-83.4232,33.8517
-83.4232,33.8517
-81.7799,32.4481
-81.7799,32.4481
-81.7799,32.4481
-81.7799,32.4481
-81.7799,32.4481
-81.0979,32.0734
-81.0979,32.0734
-81.0985,32.076
-81.0985,32.076
-81.0936,32.0751
-81.0902,32.0784
-81.0902,32.0784
-81.092,32.081
-81.092,32.081
-81.0953,32.0807
-81.0932,32.0794
-81.0932,32.0794
-81.0932,32.0794
-81.0932,32.0794
-81.0932,32.0794
-81.0932,32.0794
-81.0932,32.0794
-81.092,32.081
-81.092,32.081
-81.092,32.081
-81.092,32.081
-81.092,32.081
-81.0986,32.0841
-81.0986,32.0841
-81.0986,32.0841
-81.0986,32.0841
-81.1117,32.087
-81.1117,32.087
-81.1117,32.087
-81.1117,32.087
-81.1117,32.087
-81.1117,32.087
-81.1117,32.087
-81.1117,32.087
-81.1021,32.0541
-81.1021,32.0541
-81.1021,32.0541
-81.1021,32.0541
-81.1021,32.0541
-81.1021,32.0541
-81.1021,32.0541
-81.1021,32.0541
-81.1021,32.0541
-81.0903,32.0786
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.3751,33.9578
-83.3751,33.9578
-83.3803,33.9592
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-84.445,33.8138
-84.445,33.8138
-84.445,33.8138
-84.445,33.8138
-84.4149,33.7948
-84.4149,33.7948
-84.4149,33.7948
-84.4149,33.7948
-84.4149,33.7948
-84.4149,33.7948
-84.4149,33.7948
-84.4149,33.7948
-84.4149,33.7948
-84.3687,33.7936
-84.3687,33.7936
-84.3687,33.7936
-84.3687,33.7936
-84.3687,33.7936
-84.3687,33.7936
-84.3687,33.7936
-84.4184,33.7294
-84.4184,33.7294
-84.4184,33.7294
-84.4184,33.7294
-84.4184,33.7294
-84.4184,33.7294
-84.4184,33.7294
-84.4184,33.7294
-84.4184,33.7294
-84.4184,33.7294
-84.4184,33.7294
-83.418,33.857
-83.4232,33.8517
-83.4075,33.8613
-83.4075,33.8613
-83.4232,33.8517
-83.3485,33.9849
-83.3485,33.9849
-83.3485,33.9849
-83.3963,33.9804
-83.3963,33.9804
-83.3803,33.9592
-83.3803,33.9592
-83.3803,33.9592
-83.3803,33.9592
-83.3803,33.9592
-83.4075,33.8613
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-83.4232,33.8517
-84.3964,33.7618
-84.3964,33.7618
-84.3964,33.7618
-84.3962,33.7615
-84.3793,33.7723
-84.3793,33.7723
-84.3793,33.7723
-84.3793,33.7723
-84.3793,33.7723
-84.3793,33.7723
-84.3793,33.7723
-84.3793,33.7723
-84.3869,33.7633
-84.3869,33.7633
-1.26164,51.7647
-1.26164,51.7647
-1.26164,51.7647
-1.26205,51.7645
-1.26205,51.7645
-1.26828,51.7598
-1.26828,51.7598
-1.26828,51.7598
-1.26828,51.7598
-1.25928,51.7574
-1.25928,51.7574
-1.25928,51.7574
-1.25928,51.7574
-1.26088,51.7544
-1.26088,51.7544
-1.26088,51.7544
-1.26028,51.7538
-1.26028,51.7538
-1.26028,51.7538
-1.26217,51.7535
-1.26217,51.7535
-1.26217,51.7535
-1.26217,51.7535
