lng,lat
121.47444444,31.23472222
121.5,31.2
121.5,31.2
144.9661,-37.8156
121.48805556,31.22777778
121.48805556,31.22777778
144.9661,-37.8156
121.5,31.2
121.5,31.2
121.5,31.2
153.3921,-28.0183
153.06330255,-27.51103634
144.9661,-37.8156
153.61290883,-28.64245768
144.9661,-37.8156
144.9661,-37.8156
144.9661,-37.8156
144.9661,-37.8156
144.983,-37.8333
153.06832693,-27.31957806
153.3921,-28.0183
153.3921,-28.0183
153.028,-27.4678
144.9661,-37.8156
153.3921,-28.0183
144.9661,-37.8156
153.41078748,-28.08881276
145.0032,-37.8215
144.9661,-37.8156
144.9661,-37.8156
153.3921,-28.0183
153.02425483,-27.46848146
144.9661,-37.8156
144.9661,-37.8156
153.028,-27.4678
144.9661,-37.8156
153.028,-27.4678
144.9661,-37.8156
153.028,-27.4678
144.9661,-37.8156
153.028,-27.4678
153.028,-27.4678
144.9661,-37.8156
144.9661,-37.8156
153.028,-27.4678
144.9661,-37.8156
144.9661,-37.8156
153.38,-28.066
153.028,-27.4678
144.9661,-37.8156
144.9661,-37.8156
144.9661,-37.8156
144.9661,-37.8156
144.9661,-37.8156
153.38,-28.066
144.9661,-37.8156
153.38,-28.066
144.9661,-37.8156
153.148333,-27.600556
144.99367114,-37.84972699
144.99367114,-37.84972699
153.13006981,-27.59661274
145.029563,-37.856245
153.13006981,-27.59661274
151.21043953,-33.88410698
153.13006981,-27.59661274
153.13006981,-27.59661274
144.988,-37.854
144.983,-37.8333
153.55602,-28.63546
144.988,-37.854
144.988,-37.854
153.13567507,-27.59959452
144.983,-37.8333
144.967,-37.8167
144.988,-37.854
153.13006981,-27.59661274
153.17224265,-27.65999926
144.988,-37.854
144.988,-37.854
153.13006981,-27.59661274
144.988,-37.854
153.13006981,-27.59661274
153.03867102,-27.4527989
144.99367114,-37.84972699
153.13006981,-27.59661274
153.028,-27.4678
144.99367114,-37.84972699
144.99321,-37.85363
153.13006981,-27.59661274
153.43285522,-28.01793141
144.988,-37.854
153.43285522,-28.01793141
144.983,-37.8333
153.43285522,-28.01793141
144.99608561,-37.8486571
144.983,-37.8333
144.99367114,-37.84972699
144.967,-37.8167
153.43285522,-28.01793141
144.967,-37.8167
153.48857,-28.13062
144.967,-37.8167
153.43285522,-28.01793141
153.48857,-28.13062
144.99367114,-37.84972699
144.988,-37.854
144.99367114,-37.84972699
144.967,-37.8167
144.967,-37.8167
144.99367114,-37.84972699
153.028,-27.4678
144.99367114,-37.84972699
144.983,-37.8333
153.43285522,-28.01793141
144.998,-37.8158
153.43285522,-28.01793141
144.998,-37.8158
153.43285522,-28.01793141
153.133,-27.6167
144.998,-37.8158
153.43285522,-28.01793141
144.998,-37.8158
144.998,-37.8158
153.028,-27.4678
144.998,-37.8158
144.998,-37.8158
153.13006981,-27.59661274
144.998,-37.8158
153.43285522,-28.01793141
144.99367114,-37.84972699
144.998,-37.8158
144.998,-37.8158
153.02619,-27.4655
144.967,-37.8167
144.998,-37.8158
144.99367114,-37.84972699
144.98371832,-37.80172604
144.98371832,-37.80172604
144.983,-37.8333
144.99367114,-37.84972699
144.99608561,-37.8486571
144.983,-37.8333
144.998,-37.8158
144.998,-37.8158
144.998,-37.8158
144.998,-37.8158
144.998,-37.8158
144.998,-37.8158
145.00093082,-37.80187593
144.998,-37.8158
144.998,-37.8158
144.998,-37.8158
145.00278,-37.81093
144.998,-37.8158
144.998,-37.8158
145.0,-37.8333
144.988,-37.854
144.988,-37.854
144.983,-37.8333
144.967,-37.8167
144.983,-37.8333
144.983,-37.8333
144.967,-37.8167
153.028,-27.465
144.99608561,-37.8486571
144.967,-37.8167
144.988,-37.854
144.988,-37.854
144.967,-37.8167
144.988,-37.854
144.99367114,-37.84972699
144.98371832,-37.80172604
144.99367114,-37.84972699
144.99608561,-37.8486571
144.98371832,-37.80172604
144.98371832,-37.80172604
144.99608561,-37.8486571
144.98371832,-37.80172604
144.988,-37.854
144.98371832,-37.80172604
144.988,-37.854
144.98371832,-37.80172604
144.983,-37.8333
144.98371832,-37.80172604
144.98371832,-37.80172604
144.9925,-37.79963
144.98371832,-37.80172604
145.00093082,-37.80187593
144.98371832,-37.80172604
153.06330255,-27.51103634
144.98371832,-37.80172604
144.98371832,-37.80172604
144.967,-37.8167
145.00093082,-37.80187593
144.98371832,-37.80172604
145.00093082,-37.80187593
144.98371832,-37.80172604
144.99608561,-37.8486571
145.00093082,-37.80187593
145.00093082,-37.80187593
144.98371832,-37.80172604
145.00093082,-37.80187593
145.00093082,-37.80187593
144.967,-37.8167
144.983,-37.8333
144.98371832,-37.80172604
144.988,-37.854
144.988,-37.854
144.983,-37.8333
144.967,-37.8167
144.99608561,-37.8486571
144.983,-37.8333
144.98371832,-37.80172604
144.988,-37.854
144.98371832,-37.80172604
144.99608561,-37.8486571
144.988,-37.854
144.98371832,-37.80172604
152.86226767,-27.61963692
144.983,-37.8333
144.967,-37.8167
144.983,-37.8333
144.99367114,-37.84972699
144.988,-37.854
144.98371832,-37.80172604
144.98371832,-37.80172604
144.98371832,-37.80172604
144.988,-37.854
144.988,-37.854
144.988,-37.854
144.98371832,-37.80172604
144.98371832,-37.80172604
144.98371832,-37.80172604
144.99325,-37.85348
144.988,-37.854
144.988,-37.854
144.98371832,-37.80172604
144.98371832,-37.80172604
144.98371832,-37.80172604
153.43285522,-28.01793141
144.983,-37.8333
144.9926,-37.84931
153.43285522,-28.01793141
144.99367114,-37.84972699
144.983,-37.8333
144.99367114,-37.84972699
144.99367114,-37.84972699
144.983,-37.8333
153.43285522,-28.01793141
144.98371832,-37.80172604
144.98371832,-37.80172604
145.0,-37.8333
144.983,-37.8333
144.983,-37.8333
145.0,-37.8333
144.98371832,-37.80172604
144.988,-37.854
153.43285522,-28.01793141
144.998,-37.8158
145.0,-37.8333
144.998,-37.8158
144.998,-37.8158
144.998,-37.8158
144.998,-37.8158
144.98371832,-37.80172604
144.99543629,-37.77039113
144.98371832,-37.80172604
153.48857,-28.13062
144.9979094,-37.82192562
