tweet_id,created_at,coordinates
1053321816737890304,2018-10-19 16:27:45,
1053321710173220864,2018-10-19 16:27:20,
1053321587934453760,2018-10-19 16:26:50,
1053321525019860993,2018-10-19 16:26:35,
1053320937892851712,2018-10-19 16:24:16,
1053320768640049152,2018-10-19 16:23:35,
1053320661949571073,2018-10-19 16:23:10,
1053320118824882177,2018-10-19 16:21:00,
1053319949710553088,2018-10-19 16:20:20,
1053319830613372929,2018-10-19 16:19:52,
1053319764167147520,2018-10-19 16:19:36,
1053319678121041920,2018-10-19 16:19:15,
1053319571736690688,2018-10-19 16:18:50,
1053319535212716032,2018-10-19 16:18:41,
1053319434247368709,2018-10-19 16:18:17,
1053319289065730048,2018-10-19 16:17:42,
1053318970093137920,2018-10-19 16:16:26,
1053265155197267969,2018-10-19 12:42:36,
1053264982215843840,2018-10-19 12:41:55,
1053264773234679808,2018-10-19 12:41:05,
1053198810875256834,2018-10-19 08:18:58,
1053198743422418944,2018-10-19 08:18:42,
1053198464132112386,2018-10-19 08:17:35,
1053198310612230144,2018-10-19 08:16:59,
1053198130559123458,2018-10-19 08:16:16,
1053197840107823105,2018-10-19 08:15:07,
1053197760235630592,2018-10-19 08:14:48,
1053197671320608769,2018-10-19 08:14:26,
1053197612600352768,2018-10-19 08:14:12,
1053197542257618945,2018-10-19 08:13:56,
1053197128095297538,2018-10-19 08:12:17,
1053197038370705408,2018-10-19 08:11:56,
1053196221882355712,2018-10-19 08:08:41,
1053196123907575808,2018-10-19 08:08:18,
1053133864225259520,2018-10-19 04:00:54,
1053133667445264384,2018-10-19 04:00:07,
1053133143438323712,2018-10-19 03:58:02,
1053132517581086722,2018-10-19 03:55:33,
1053132438027743232,2018-10-19 03:55:14,
1053132277750804480,2018-10-19 03:54:35,
1053132178916143104,2018-10-19 03:54:12,
1053132020757409792,2018-10-19 03:53:34,
1053131991233650693,2018-10-19 03:53:27,
1053131020323573761,2018-10-19 03:49:36,
1053130483800825857,2018-10-19 03:47:28,
1053130438657495040,2018-10-19 03:47:17,
1053130287016697856,2018-10-19 03:46:41,
1053130216032194560,2018-10-19 03:46:24,
1053130155160330240,2018-10-19 03:46:09,
1053130098281373696,2018-10-19 03:45:56,
1053130042903945216,2018-10-19 03:45:43,
1053129971420426240,2018-10-19 03:45:26,
1053129889203740672,2018-10-19 03:45:06,
1053129700648701952,2018-10-19 03:44:21,
1053129545694334976,2018-10-19 03:43:44,
1053129503159906305,2018-10-19 03:43:34,
1053124848975720448,2018-10-19 03:25:04,"{'type': 'Point', 'coordinates': [138.7798799, -34.6014754]}"
1053124366211284992,2018-10-19 03:23:09,
1053124234065543168,2018-10-19 03:22:38,
1053124205670092800,2018-10-19 03:22:31,
1053124030591512577,2018-10-19 03:21:49,
1053123338661330944,2018-10-19 03:19:04,
1053123281937526784,2018-10-19 03:18:51,
1053123192196259840,2018-10-19 03:18:29,
1053122968404975617,2018-10-19 03:17:36,
1053122894056775680,2018-10-19 03:17:18,
1053122805330468864,2018-10-19 03:16:57,
1053122719733051392,2018-10-19 03:16:37,
1053122690884620288,2018-10-19 03:16:30,
1053122636752900096,2018-10-19 03:16:17,
1053122523267624960,2018-10-19 03:15:50,
1053120739627266048,2018-10-19 03:08:45,"{'type': 'Point', 'coordinates': [138.7459717, -34.5950609]}"
1053119173730025473,2018-10-19 03:02:31,
1053117426697592834,2018-10-19 02:55:35,
1053111932964618241,2018-10-19 02:33:45,
1053111852866011136,2018-10-19 02:33:26,
1053111706623238144,2018-10-19 02:32:51,
1053111611806773248,2018-10-19 02:32:28,
1053111544353976320,2018-10-19 02:32:12,
1053111435474006018,2018-10-19 02:31:46,
1053111365458583553,2018-10-19 02:31:30,
1053111307686240260,2018-10-19 02:31:16,
1053111269543145472,2018-10-19 02:31:07,
1052957700542234624,2018-10-18 16:20:53,
1052955775474135041,2018-10-18 16:13:14,
1052948101634252800,2018-10-18 15:42:44,
1052947506659713024,2018-10-18 15:40:23,
1052947426154242048,2018-10-18 15:40:03,
1052947316594733061,2018-10-18 15:39:37,
1052947120179699712,2018-10-18 15:38:50,
1052946314193821696,2018-10-18 15:35:38,
1052946221927518208,2018-10-18 15:35:16,
1052945905471520769,2018-10-18 15:34:01,
1052945593931202560,2018-10-18 15:32:47,
1052945319434969088,2018-10-18 15:31:41,
1052945196474757120,2018-10-18 15:31:12,
1052944493211602950,2018-10-18 15:28:24,
1052943994357862401,2018-10-18 15:26:25,
1052943654946451457,2018-10-18 15:25:04,
1052943335059410944,2018-10-18 15:23:48,
1052943260232998912,2018-10-18 15:23:30,
1052942912244264961,2018-10-18 15:22:07,
1052942853691727873,2018-10-18 15:21:53,
1052942763149254656,2018-10-18 15:21:32,
1052942692164878336,2018-10-18 15:21:15,
1052942479425585152,2018-10-18 15:20:24,
1052942271937531904,2018-10-18 15:19:35,
1052942184909959168,2018-10-18 15:19:14,
1052942105771823104,2018-10-18 15:18:55,
1052941971247910917,2018-10-18 15:18:23,
1052941889832284160,2018-10-18 15:18:03,
1052941786035892224,2018-10-18 15:17:39,
1052941667244752896,2018-10-18 15:17:10,
1052940901352275968,2018-10-18 15:14:08,
1052940717146890240,2018-10-18 15:13:24,
1052940642765004800,2018-10-18 15:13:06,
1052937796736843776,2018-10-18 15:01:48,
1052937701442314240,2018-10-18 15:01:25,
1052937578423308289,2018-10-18 15:00:55,
1052913772619132928,2018-10-18 13:26:20,
1052913740625014784,2018-10-18 13:26:12,
1052913657917526017,2018-10-18 13:25:52,
1052913568088084480,2018-10-18 13:25:31,
1052913502069739521,2018-10-18 13:25:15,
1052913430502338561,2018-10-18 13:24:58,
1052913358704324608,2018-10-18 13:24:41,
1052913228076933120,2018-10-18 13:24:10,
1052913205909934080,2018-10-18 13:24:05,
1052913162251526144,2018-10-18 13:23:54,
1052913023893954561,2018-10-18 13:23:21,
1052912899709054981,2018-10-18 13:22:52,
1052912819471958017,2018-10-18 13:22:32,
1052912632234037248,2018-10-18 13:21:48,
1052912585257889792,2018-10-18 13:21:37,
1052912554555535361,2018-10-18 13:21:29,
1052885730970615808,2018-10-18 11:34:54,
1052885658639814656,2018-10-18 11:34:37,
1052885326123823105,2018-10-18 11:33:18,
1052884083527700480,2018-10-18 11:28:21,
1052881134839685126,2018-10-18 11:16:38,
1052876353840664576,2018-10-18 10:57:38,
1052876300858220545,2018-10-18 10:57:26,
1052876137754284034,2018-10-18 10:56:47,
1052876070184075266,2018-10-18 10:56:31,
1052873833730924544,2018-10-18 10:47:38,
1052873804039446528,2018-10-18 10:47:30,
1052873689501298688,2018-10-18 10:47:03,
1052873630948909057,2018-10-18 10:46:49,
1052873591824379906,2018-10-18 10:46:40,
1052873529585065984,2018-10-18 10:46:25,
1052873469518467072,2018-10-18 10:46:11,
1052873432453369856,2018-10-18 10:46:02,
1052873370184822790,2018-10-18 10:45:47,
1052873315335864320,2018-10-18 10:45:34,
1052873225846194177,2018-10-18 10:45:13,
1052873124050436096,2018-10-18 10:44:48,
1052873069423783937,2018-10-18 10:44:35,
1052873037014433793,2018-10-18 10:44:28,
1052872999433428992,2018-10-18 10:44:19,
1052872861910622208,2018-10-18 10:43:46,
1052872649066524673,2018-10-18 10:42:55,
1052868303234813952,2018-10-18 10:25:39,
1052867713851244545,2018-10-18 10:23:18,
1052867507118202880,2018-10-18 10:22:29,
1052867446602792965,2018-10-18 10:22:15,
1052867318034747392,2018-10-18 10:21:44,
1052867278973198337,2018-10-18 10:21:35,
1052867262363787264,2018-10-18 10:21:31,
1052867237206417409,2018-10-18 10:21:25,
1052867139919536128,2018-10-18 10:21:02,
1052867008570650624,2018-10-18 10:20:30,
1052866788088631296,2018-10-18 10:19:38,
1052866642085011456,2018-10-18 10:19:03,
1052798324112154629,2018-10-18 05:47:35,
1052797648392998912,2018-10-18 05:44:54,
1052797596215861248,2018-10-18 05:44:41,
1052796568380698624,2018-10-18 05:40:36,
1052796418694365185,2018-10-18 05:40:00,
1052796227350196224,2018-10-18 05:39:15,
1052796048366694400,2018-10-18 05:38:32,
1052795938501095424,2018-10-18 05:38:06,
1052795390473396224,2018-10-18 05:35:55,
1052795326178852865,2018-10-18 05:35:40,
1052795281211777025,2018-10-18 05:35:29,
1052795084456964096,2018-10-18 05:34:42,
1052794553051144192,2018-10-18 05:32:36,
1052794515633762304,2018-10-18 05:32:27,
1052794463951642624,2018-10-18 05:32:14,
1052794332934098944,2018-10-18 05:31:43,
1052794307634069505,2018-10-18 05:31:37,
1052793535877926912,2018-10-18 05:28:33,
