tweet_id,created_at,coordinates
1053164158542204929,2018-10-19 06:01:16,"{'type': 'Point', 'coordinates': [144.9632307, -37.8142155]}"
1053147189919178753,2018-10-19 04:53:51,"{'type': 'Point', 'coordinates': [144.9632307, -37.8142155]}"
1053130225326817281,2018-10-19 03:46:26,"{'type': 'Point', 'coordinates': [144.9632307, -37.8142155]}"
1053113260684111872,2018-10-19 02:39:01,"{'type': 'Point', 'coordinates': [144.9632307, -37.8142155]}"
1053096273945993216,2018-10-19 01:31:31,"{'type': 'Point', 'coordinates': [144.9632307, -37.8142155]}"
1053079313837305856,2018-10-19 00:24:08,"{'type': 'Point', 'coordinates': [144.96328, -37.814107]}"
1053062332400599040,2018-10-18 23:16:39,"{'type': 'Point', 'coordinates': [144.9632307, -37.8142155]}"
1053045372325519360,2018-10-18 22:09:16,"{'type': 'Point', 'coordinates': [144.9632307, -37.8142155]}"
1053028395339014144,2018-10-18 21:01:48,
1052801550026821634,2018-10-18 06:00:24,"{'type': 'Point', 'coordinates': [145.234, -37.894]}"
1052784576928477184,2018-10-18 04:52:57,"{'type': 'Point', 'coordinates': [144.9630576, -37.8136276]}"
1052767604027219969,2018-10-18 03:45:30,"{'type': 'Point', 'coordinates': [145.234, -37.894]}"
1052750634166902784,2018-10-18 02:38:05,"{'type': 'Point', 'coordinates': [144.9632307, -37.8142155]}"
1052733663106850817,2018-10-18 01:30:38,"{'type': 'Point', 'coordinates': [144.9632307, -37.8142155]}"
1052716691912777728,2018-10-18 00:23:12,"{'type': 'Point', 'coordinates': [144.9632307, -37.8142155]}"
1052699716352335872,2018-10-17 23:15:45,"{'type': 'Point', 'coordinates': [144.9632307, -37.8142155]}"
1052682731786625024,2018-10-17 22:08:15,"{'type': 'Point', 'coordinates': [144.9632307, -37.8142155]}"
1052665759346831360,2018-10-17 21:00:49,
1052438891301621761,2018-10-17 05:59:19,"{'type': 'Point', 'coordinates': [144.9630576, -37.8136276]}"
1052421913396568064,2018-10-17 04:51:51,"{'type': 'Point', 'coordinates': [144.9632307, -37.8142155]}"
1052404939048144897,2018-10-17 03:44:24,"{'type': 'Point', 'coordinates': [144.9632307, -37.8142155]}"
1052387957871505408,2018-10-17 02:36:56,"{'type': 'Point', 'coordinates': [144.9997396, -37.8203499]}"
1052370986698399744,2018-10-17 01:29:29,"{'type': 'Point', 'coordinates': [144.96328, -37.814107]}"
1052354020302446592,2018-10-17 00:22:04,"{'type': 'Point', 'coordinates': [144.9632307, -37.8142155]}"
1052337044649734144,2018-10-16 23:14:37,"{'type': 'Point', 'coordinates': [144.96, -37.835]}"
1052320094158614528,2018-10-16 22:07:16,"{'type': 'Point', 'coordinates': [144.9632307, -37.8142155]}"
1052303111987945472,2018-10-16 20:59:47,
1052042324245504000,2018-10-16 03:43:30,"{'type': 'Point', 'coordinates': [144.9632307, -37.8142155]}"
1052025344549502976,2018-10-16 02:36:02,"{'type': 'Point', 'coordinates': [144.9630576, -37.8136276]}"
1052008384050806784,2018-10-16 01:28:38,"{'type': 'Point', 'coordinates': [144.9632307, -37.8142155]}"
1051991401808842752,2018-10-16 00:21:09,"{'type': 'Point', 'coordinates': [144.9632307, -37.8142155]}"
1051974430874718208,2018-10-15 23:13:43,"{'type': 'Point', 'coordinates': [144.96328, -37.814107]}"
1051940495734140928,2018-10-15 20:58:52,
1051696689096974336,2018-10-15 04:50:04,"{'type': 'Point', 'coordinates': [144.9632307, -37.8142155]}"
1051679720440455168,2018-10-15 03:42:39,"{'type': 'Point', 'coordinates': [144.9632307, -37.8142155]}"
1051577900019806208,2018-10-14 20:58:03,
1051215284768366592,2018-10-13 20:57:09,
1050852634649755648,2018-10-12 20:56:06,
1050489990059192320,2018-10-11 20:55:05,
1050127344625573888,2018-10-10 20:54:04,
1049771444056412160,2018-10-09 21:19:50,
1049408817723662336,2018-10-08 21:18:53,
1049046179621658624,2018-10-07 21:17:54,
1048700507114487808,2018-10-06 22:24:19,
1048338112378679296,2018-10-05 22:24:17,
1047992455470047232,2018-10-04 23:30:46,"{'type': 'Point', 'coordinates': [144.96328, -37.814107]}"
1047975483965562881,2018-10-04 22:23:20,
1047612830764032001,2018-10-03 22:22:17,
1047385962194456576,2018-10-03 07:20:47,"{'type': 'Point', 'coordinates': [145.234, -37.894]}"
1047250196944408576,2018-10-02 22:21:18,
1046897745892524032,2018-10-01 23:00:47,
1046535114862157825,2018-09-30 22:59:49,
1046172508141936641,2018-09-29 22:58:57,
1045809902315167744,2018-09-28 22:58:05,
1045447286891806720,2018-09-27 22:57:11,
1045084659648880641,2018-09-26 22:56:14,
1044721986029551616,2018-09-25 22:55:06,
1044359356999843840,2018-09-24 22:54:08,
1043996758194307072,2018-09-23 22:53:18,
1043634126513831939,2018-09-22 22:52:20,
1043271500780855296,2018-09-21 22:51:23,
1042907580585127936,2018-09-20 22:45:18,
1042544970610049024,2018-09-19 22:44:25,
1042182368092516352,2018-09-18 22:43:34,
1041819726156943360,2018-09-17 22:42:33,
1041457118056931328,2018-09-16 22:41:40,
1041094516977983489,2018-09-15 22:40:50,
1040731911193210880,2018-09-14 22:39:58,
1040369307975266304,2018-09-13 22:39:06,
1040006710256054272,2018-09-12 22:38:16,
1039644080387502081,2018-09-11 22:37:19,
1039281495498604544,2018-09-10 22:36:32,
1038918879949381632,2018-09-09 22:35:37,
1038556273090867200,2018-09-08 22:34:45,
1038193639233486850,2018-09-07 22:33:46,
1037832987180580864,2018-09-06 22:40:40,
1037470152965554176,2018-09-05 22:38:54,
1037107438434971649,2018-09-04 22:37:36,
1036744804229468160,2018-09-03 22:36:37,
1036382131574824960,2018-09-02 22:35:29,
1036019484123848704,2018-09-01 22:34:27,
1035656767118618624,2018-08-31 22:33:09,
1035287235942277120,2018-08-30 22:04:46,
1034924486875725824,2018-08-29 22:03:20,
1034561770684276736,2018-08-28 22:02:02,
1034199120750161923,2018-08-27 22:00:59,
1033836455146053632,2018-08-26 21:59:53,
1033473651826294784,2018-08-25 21:58:14,
1033110821922959360,2018-08-24 21:56:28,
1032747897249386496,2018-08-23 21:54:20,
1032401999843622912,2018-08-22 22:59:52,
1032039144166289408,2018-08-21 22:58:00,
1031676458689646592,2018-08-20 22:56:50,
1031313834294665216,2018-08-19 22:55:53,
1030951094854144000,2018-08-18 22:54:29,
1030588403505496064,2018-08-17 22:53:17,
1030225749498847232,2018-08-16 22:52:14,
1029863092430073856,2018-08-15 22:51:09,
1029500357964005376,2018-08-14 22:49:47,
1029137649225723904,2018-08-13 22:48:30,
1028774962889256961,2018-08-12 22:47:19,
1028412261939929088,2018-08-11 22:46:04,
